filename,width,height,class,xmin,ymin,xmax,ymax
spermJoin_mp4-1199_jpg.rf.e6f3946bad07f8595c81312b1b6f11d6.jpg,640,640,Sperms,265,468,280,489
spermJoin_mp4-1199_jpg.rf.e6f3946bad07f8595c81312b1b6f11d6.jpg,640,640,Sperms,328,550,337,569
spermJoin_mp4-1199_jpg.rf.e6f3946bad07f8595c81312b1b6f11d6.jpg,640,640,Sperms,287,621,297,640
spermJoin_mp4-1199_jpg.rf.e6f3946bad07f8595c81312b1b6f11d6.jpg,640,640,Sperms,101,609,115,629
spermJoin_mp4-1199_jpg.rf.e6f3946bad07f8595c81312b1b6f11d6.jpg,640,640,Sperms,99,545,114,573
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,519,31,536,52
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,208,387,221,409
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,268,204,285,225
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,444,462,460,483
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,87,243,104,266
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,20,537,36,561
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,35,365,54,389
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,393,263,409,288
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,615,439,630,463
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,263,45,280,70
spermJoin_mp4-719_jpg.rf.e75aba34ab3d3dfe36b9f73205175899.jpg,640,640,Sperms,91,536,106,556
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,601,233,616,252
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,58,364,74,385
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,139,282,156,303
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,115,79,131,98
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,518,323,534,345
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,521,203,540,223
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,58,395,72,415
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,0,175,13,195
spermJoin_mp4-896_jpg.rf.e7a6d78385cfa7635df996d55534331b.jpg,640,640,Sperms,8,15,22,33
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,137,56,154,76
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,153,47,166,69
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,190,63,207,80
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,300,108,316,129
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,241,138,251,160
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,321,183,330,207
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,372,172,394,194
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,440,175,455,204
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,487,292,500,314
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,569,69,579,86
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,444,21,455,39
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,589,70,601,92
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,513,421,528,439
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,568,428,582,451
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,402,606,417,620
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,361,627,378,638
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,269,564,280,586
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,230,597,245,621
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,244,349,258,367
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,205,273,215,294
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,202,166,215,185
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,196,199,212,217
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,104,179,117,192
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,66,232,79,253
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,31,254,41,276
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,108,354,122,370
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,158,430,173,447
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,81,356,95,374
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,80,516,88,530
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,119,571,130,593
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,118,606,132,622
spermJoin_mp4-502_jpg.rf.e7ec2042af3066e0371d5b9c54eed777.jpg,640,640,Sperms,173,598,187,614
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,167,257,184,276
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,525,324,544,349
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,296,384,312,407
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,36,243,50,263
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,286,167,301,187
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,152,385,169,404
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,139,14,158,35
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,8,50,21,71
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,482,277,502,303
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,357,448,372,472
spermJoin_mp4-1055_jpg.rf.e930908fadf7c26ca8297dfd1b505e30.jpg,640,640,Sperms,604,42,626,77
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,210,78,224,101
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,318,83,338,104
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,430,101,442,120
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,0,95,10,116
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,3,162,16,181
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,107,233,126,251
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,58,447,70,468
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,79,473,93,496
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,13,551,29,570
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,58,551,75,569
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,382,449,399,466
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,521,359,540,372
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,608,384,619,405
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,508,479,519,494
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,630,531,640,559
spermJoin_mp4-1339_jpg.rf.e8af2a5937c962135163412e48218204.jpg,640,640,Sperms,621,572,635,592
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,106,243,121,265
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,509,419,524,442
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,21,198,36,218
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,213,523,229,544
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,247,49,261,70
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,559,298,573,319
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,17,243,32,260
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,290,56,306,80
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,12,294,25,314
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,105,551,123,572
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,142,577,158,601
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,571,314,587,338
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,481,476,496,497
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,580,250,595,269
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,166,291,183,313
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,396,523,413,543
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,63,158,78,176
spermJoin_mp4-1081_jpg.rf.e8f1811a5b1faede8b91cfcf1636e42a.jpg,640,640,Sperms,219,273,235,293
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,145,182,161,200
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,34,108,50,127
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,601,283,619,303
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,113,283,129,302
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,467,150,486,171
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,156,555,177,577
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,344,24,361,49
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,378,58,394,79
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,493,487,512,508
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,237,580,255,605
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,177,48,194,69
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,616,28,636,51
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,568,34,586,58
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,184,309,201,332
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,451,486,470,508
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,284,24,301,47
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,42,43,57,65
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,87,423,103,445
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,574,147,591,169
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,571,387,587,410
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,369,109,385,132
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,581,526,599,546
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,279,510,298,532
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,580,122,595,140
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,223,101,243,124
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,174,241,191,262
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,81,273,97,296
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,123,581,142,608
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,87,233,105,251
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,99,525,116,546
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,587,163,603,184
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,530,142,549,165
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,382,0,397,10
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,291,114,309,136
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,101,529,120,551
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,101,405,119,430
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,542,301,558,330
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,277,492,288,507
spermJoin_mp4-411_jpg.rf.e94655a52c9f318cee84d1c5063bdbdc.jpg,640,640,Sperms,220,594,239,625
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,281,444,295,468
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,472,285,488,308
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,39,314,54,335
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,127,347,144,368
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,18,201,34,222
spermJoin_mp4-795_jpg.rf.e94c728a619029ea30d38ca2639e206c.jpg,640,640,Sperms,202,202,217,220
